Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
176616,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2011,12/01/2010,36.3,
643389,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2018-19,12/01/2018,29.5,
212313,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2013-14,12/01/2013,36.9,
602773,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2017-18,12/01/2017,31.9,
175250,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Winter 2008-09,12/01/2008,27.6,
603017,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Annual Average 2018,01/01/2018,17.2,
826045,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2021-22,12/01/2021,21.0,
550040,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Annual Average 2017,01/01/2017,22.0,
741174,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Annual Average 2021,01/01/2021,18.1,
741208,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2020-21,12/01/2020,22.1,
643342,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Annual Average 2019,01/01/2019,20.0,
175272,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2008-09,12/01/2008,44.2,
643387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2019,01/01/2019,26.0,
741172,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Winter 2020-21,12/01/2020,21.3,
550075,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2017,06/01/2017,13.0,
213597,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Annual Average 2014,12/01/2013,20.2,
602994,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2018,06/01/2018,13.5,
667821,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2020,06/01/2020,10.2,
826029,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2022,01/01/2022,15.4,
213273,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2013-14,12/01/2013,28.2,
643705,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2019,01/01/2019,14.5,
602995,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Winter 2017-18,12/01/2017,24.2,
826023,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Annual Average 2022,01/01/2022,16.2,
826376,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2022,01/01/2022,15.1,
213231,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter 2013-14,12/01/2013,29.5,
643573,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2019,01/01/2019,19.2,
176580,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Annual Average 2010,12/01/2009,24.2,
412816,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2016,12/31/2015,16.8,
602957,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2018,01/01/2018,21.5,
602963,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Annual Average 2018,01/01/2018,20.9,
825820,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Winter 2021-22,12/01/2021,21.6,
412726,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2016,12/31/2015,17.9,
336877,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2015,01/01/2015,17.6,
167736,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2012,12/01/2011,21.0,
176615,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Annual Average 2011,12/01/2010,31.5,
336580,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403.0,Flushing - Clearview,Annual Average 2015,01/01/2015,19.1,
336517,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2015,01/01/2015,20.8,
212420,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2014,06/01/2014,17.8,
643332,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Winter 2018-19,12/01/2018,22.6,
643637,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2019,06/01/2019,18.1,
643607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),Summer 2019,06/01/2019,10.4,
167597,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2010,12/01/2009,25.9,
336731,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Summer 2015,06/01/2015,23.4,
667538,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Winter 2019-20,12/01/2019,32.1,
643565,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2019,06/01/2019,23.1,
667550,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2019-20,12/01/2019,32.6,
166006,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2012-13,12/01/2012,27.6,
549905,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2017,01/01/2017,20.1,
741039,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2021,01/01/2021,17.1,
549938,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303.0,East Harlem,Annual Average 2017,01/01/2017,22.4,
171645,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304.0,Upper West Side,Winter 2010-11,12/01/2010,33.7,
172722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204.0,East New York,Annual Average 2013,12/01/2012,20.2,
172076,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204.0,East New York,Summer 2009,06/01/2009,19.5,
172072,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104.0,Pelham - Throgs Neck,Summer 2009,06/01/2009,19.0,
336681,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403.0,Flushing - Clearview,Winter 2014-15,12/01/2014,24.0,
549893,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Annual Average 2017,01/01/2017,19.2,
643428,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,Winter 2018-19,12/01/2018,18.0,
212295,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,Winter 2013-14,12/01/2013,28.7,
175264,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Winter 2008-09,12/01/2008,27.3,
602815,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,Winter 2017-18,12/01/2017,14.4,
825747,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Annual Average 2022,01/01/2022,13.1,
825990,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,Annual Average 2022,01/01/2022,11.4,
165870,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Winter 2010-11,12/01/2010,30.6,
166637,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Summer 2009,06/01/2009,22.7,
550031,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2017,01/01/2017,20.3,
165899,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Winter 2010-11,12/01/2010,30.8,
412696,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Annual Average 2016,12/31/2015,20.8,
412732,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Annual Average 2016,12/31/2015,21.4,
826000,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Winter 2021-22,12/01/2021,24.5,
825847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Winter 2021-22,12/01/2021,24.4,
166873,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Summer 2013,06/01/2013,17.2,
166814,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Summer 2012,06/01/2012,17.8,
602972,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2018,01/01/2018,20.5,
603008,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2018,01/01/2018,21.1,
826036,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Winter 2021-22,12/01/2021,23.5,
166902,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2013,06/01/2013,17.1,
166843,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2012,06/01/2012,17.8,
550067,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2017,01/01/2017,21.7,
741201,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2021,01/01/2021,18.8,
412721,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2015-16,12/01/2015,21.4,
166734,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2010,06/01/2010,17.0,
166793,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2011,06/01/2011,16.8,
175277,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Winter 2008-09,12/01/2008,31.4,
643402,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Annual Average 2019,01/01/2019,20.2,
412679,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108.0,Upper East Side (CD8),Winter 2015-16,12/01/2015,28.1,
741145,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108.0,Upper East Side (CD8),Winter 2020-21,12/01/2020,24.1,
412685,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110.0,Central Harlem (CD10),Winter 2015-16,12/01/2015,25.8,
741157,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Winter 2020-21,12/01/2020,20.2,
165969,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Winter 2011-12,12/01/2011,22.9,
165851,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Winter 2009-10,12/01/2009,25.5,
213630,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Annual Average 2014,12/01/2013,18.9,
550152,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Winter 2016-17,12/01/2016,25.0,
603093,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2018,06/01/2018,13.0,
550150,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2017,06/01/2017,13.8,
165821,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2009-10,12/01/2009,22.0,
165939,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2011-12,12/01/2011,21.7,
550062,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2016-17,12/01/2016,25.9,
550060,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2017,06/01/2017,13.8,
165937,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2011-12,12/01/2011,21.4,
165819,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2009-10,12/01/2009,22.8,
550056,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2016-17,12/01/2016,25.4,
550054,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2017,06/01/2017,13.5,
175256,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2008-09,12/01/2008,32.5,
212290,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Winter 2013-14,12/01/2013,22.4,
643432,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501.0,Port Richmond,Annual Average 2019,01/01/2019,15.7,
602818,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501.0,Port Richmond,Winter 2017-18,12/01/2017,22.6,
165792,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Winter 2008-09,12/01/2008,28.5,
643708,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Annual Average 2019,01/01/2019,15.7,
603018,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2018,06/01/2018,11.6,
213581,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Annual Average 2014,12/01/2013,37.1,
602761,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2017-18,12/01/2017,27.5,
602707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Winter 2017-18,12/01/2017,21.3,
213251,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2013-14,12/01/2013,27.5,
826047,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Annual Average 2022,01/01/2022,15.4,
412430,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Winter 2015-16,12/01/2015,21.3,
175929,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Summer 2010,06/01/2010,22.6,
603019,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2017-18,12/01/2017,24.1,
336495,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Winter 2014-15,12/01/2014,23.4,
826022,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2022,06/01/2022,12.4,
826375,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2022,06/01/2022,10.6,
825825,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2022,06/01/2022,13.3,
826327,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Summer 2022,06/01/2022,9.4,
643579,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Annual Average 2019,01/01/2019,19.4,
213455,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2014,06/01/2014,7.3,
336886,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2015,01/01/2015,13.4,
213418,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2014,06/01/2014,17.1,
167515,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Annual Average 2009,12/01/2008,31.9,
167633,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Annual Average 2011,12/01/2010,29.3,
336888,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2014-15,12/01/2014,20.6,
165863,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Winter 2010-11,12/01/2010,33.6,
166630,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2009,06/01/2009,28.4,
167751,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Annual Average 2013,12/01/2012,26.5,
167800,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2013,12/01/2012,12.5,
166679,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2009,06/01/2009,8.4,
165912,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2010-11,12/01/2010,20.3,
336693,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,Winter 2014-15,12/01/2014,22.7,
741045,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Annual Average 2021,01/01/2021,18.0,
643350,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Winter 2018-19,12/01/2018,21.6,
175270,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Winter 2008-09,12/01/2008,36.4,
212307,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Winter 2013-14,12/01/2013,29.8,
825732,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Annual Average 2022,01/01/2022,18.2,
741291,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2021,01/01/2021,11.3,
603023,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307.0,Sunset Park (CD7),Annual Average 2018,01/01/2018,19.8,
166856,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2012,06/01/2012,8.1,
166915,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2013,06/01/2013,7.9,
826015,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Winter 2021-22,12/01/2021,21.4,
166807,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2012,06/01/2012,23.6,
166866,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2013,06/01/2013,22.7,
603098,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2018,01/01/2018,10.4,
412678,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Annual Average 2016,12/31/2015,23.2,
741290,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2021,06/01/2021,4.9,
166908,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Summer 2013,06/01/2013,15.6,
167793,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2013,12/01/2012,18.7,
550136,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2017,01/01/2017,18.5,
550010,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Annual Average 2017,01/01/2017,23.4,
825818,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Annual Average 2022,01/01/2022,16.7,
603085,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2017-18,12/01/2017,25.3,
643699,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2019,01/01/2019,16.1,
213257,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Winter 2013-14,12/01/2013,27.6,
825824,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2022,01/01/2022,16.8,
603037,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Winter 2017-18,12/01/2017,22.9,
643651,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Annual Average 2019,01/01/2019,15.9,
165771,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2008-09,12/01/2008,32.4,
741222,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2021,01/01/2021,17.0,
549847,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Summer 2017,06/01/2017,15.8,
549849,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Winter 2016-17,12/01/2016,26.8,
165889,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2010-11,12/01/2010,32.1,
166656,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2009,06/01/2009,23.5,
550088,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2017,01/01/2017,20.0,
412754,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2015-16,12/01/2015,24.7,
741220,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2020-21,12/01/2020,23.1,
412682,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter 2015-16,12/01/2015,25.5,
412689,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Summer 2016,06/01/2016,17.7,
412724,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Winter 2015-16,12/01/2015,21.8,
412725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2016,06/01/2016,14.6,
166715,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2010,06/01/2010,20.8,
166774,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2011,06/01/2011,20.6,
412760,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Winter 2015-16,12/01/2015,23.2,
741221,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,06/01/2021,11.6,
826320,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2021-22,12/01/2021,21.3,
825826,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter 2021-22,12/01/2021,21.3,
166892,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2013,06/01/2013,18.5,
336747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter 2014-15,12/01/2014,26.5,
741192,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2021,01/01/2021,16.3,
167599,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2010,12/01/2009,25.9,
667706,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2019-20,12/01/2019,28.0,
213429,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2014,06/01/2014,17.1,
667693,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2020,01/01/2020,18.2,
167538,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2009,12/01/2008,27.7,
167656,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2011,12/01/2010,26.0,
643560,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Winter 2018-19,12/01/2018,28.3,
167514,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2009,12/01/2008,39.9,
213405,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2014,06/01/2014,28.6,
667549,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2020,01/01/2020,22.7,
167658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2011,12/01/2010,26.0,
167540,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2009,12/01/2008,27.8,
